source_id,source_name,quantity,reference_key,url,catalogue_locator
R080,J1740-5340A,spin,XuLive2025,https://xray-pulsar.github.io/counterparts/,Xu living Table 2 line 208 (snapshot 2025-12-25)
R080,J1740-5340A,thermal,ZhaoHeinke2022,https://doi.org/10.1093/mnras/stac442,Xu living Table 2 line 208 (snapshot 2025-12-25)
R081,J1740-5340B,spin,XuLive2025,https://xray-pulsar.github.io/counterparts/,Xu living Table 2 line 209 (snapshot 2025-12-25)
R081,J1740-5340B,thermal,ZhaoHeinke2022,https://doi.org/10.1093/mnras/stac442,Xu living Table 2 line 209 (snapshot 2025-12-25)
R082,J1744-1134,spin,XuLive2025,https://xray-pulsar.github.io/counterparts/,Xu living Table 2 line 210 (snapshot 2025-12-25)
R082,J1744-1134,thermal,Xu2025,https://doi.org/10.3847/1538-4357/adaebc,Xu living Table 2 line 210 (snapshot 2025-12-25)
R083,J1744-7619,spin,XuLive2025,https://xray-pulsar.github.io/counterparts/,Xu living Table 2 line 211 (snapshot 2025-12-25)
R083,J1744-7619,thermal,Smith3PC2023,https://doi.org/10.3847/1538-4357/acee67,Xu living Table 2 line 211 (snapshot 2025-12-25)
R084,J1748-2446E,spin,XuLive2025,https://xray-pulsar.github.io/counterparts/,Xu living Table 2 line 213 (snapshot 2025-12-25)
R084,J1748-2446E,thermal,ZhaoHeinke2022,https://doi.org/10.1093/mnras/stac442,Xu living Table 2 line 213 (snapshot 2025-12-25)
R085,J1748-2446F,spin,XuLive2025,https://xray-pulsar.github.io/counterparts/,Xu living Table 2 line 214 (snapshot 2025-12-25)
R085,J1748-2446F,thermal,ZhaoHeinke2022,https://doi.org/10.1093/mnras/stac442,Xu living Table 2 line 214 (snapshot 2025-12-25)
R086,J1748-2446H,spin,XuLive2025,https://xray-pulsar.github.io/counterparts/,Xu living Table 2 line 215 (snapshot 2025-12-25)
R086,J1748-2446H,thermal,ZhaoHeinke2022,https://doi.org/10.1093/mnras/stac442,Xu living Table 2 line 215 (snapshot 2025-12-25)
R087,J1748-2446K,spin,XuLive2025,https://xray-pulsar.github.io/counterparts/,Xu living Table 2 line 216 (snapshot 2025-12-25)
R087,J1748-2446K,thermal,ZhaoHeinke2022,https://doi.org/10.1093/mnras/stac442,Xu living Table 2 line 216 (snapshot 2025-12-25)
R088,J1748-2446L,spin,XuLive2025,https://xray-pulsar.github.io/counterparts/,Xu living Table 2 line 217 (snapshot 2025-12-25)
R088,J1748-2446L,thermal,ZhaoHeinke2022,https://doi.org/10.1093/mnras/stac442,Xu living Table 2 line 217 (snapshot 2025-12-25)
R089,J1748-2446N,spin,XuLive2025,https://xray-pulsar.github.io/counterparts/,Xu living Table 2 line 218 (snapshot 2025-12-25)
R089,J1748-2446N,thermal,ZhaoHeinke2022,https://doi.org/10.1093/mnras/stac442,Xu living Table 2 line 218 (snapshot 2025-12-25)
R090,J1748-2446O,spin,XuLive2025,https://xray-pulsar.github.io/counterparts/,Xu living Table 2 line 219 (snapshot 2025-12-25)
R090,J1748-2446O,thermal,ZhaoHeinke2022,https://doi.org/10.1093/mnras/stac442,Xu living Table 2 line 219 (snapshot 2025-12-25)
R091,J1748-2446P,spin,XuLive2025,https://xray-pulsar.github.io/counterparts/,Xu living Table 2 line 220 (snapshot 2025-12-25)
R091,J1748-2446P,thermal,ZhaoHeinke2022,https://doi.org/10.1093/mnras/stac442,Xu living Table 2 line 220 (snapshot 2025-12-25)
R092,J1748-2446Q,spin,XuLive2025,https://xray-pulsar.github.io/counterparts/,Xu living Table 2 line 221 (snapshot 2025-12-25)
R092,J1748-2446Q,thermal,ZhaoHeinke2022,https://doi.org/10.1093/mnras/stac442,Xu living Table 2 line 221 (snapshot 2025-12-25)
R093,J1748-2446V,spin,XuLive2025,https://xray-pulsar.github.io/counterparts/,Xu living Table 2 line 222 (snapshot 2025-12-25)
R093,J1748-2446V,thermal,ZhaoHeinke2022,https://doi.org/10.1093/mnras/stac442,Xu living Table 2 line 222 (snapshot 2025-12-25)
R094,J1748-2446X,spin,XuLive2025,https://xray-pulsar.github.io/counterparts/,Xu living Table 2 line 223 (snapshot 2025-12-25)
R094,J1748-2446X,thermal,ZhaoHeinke2022,https://doi.org/10.1093/mnras/stac442,Xu living Table 2 line 223 (snapshot 2025-12-25)
R095,J1748-2446Z,spin,XuLive2025,https://xray-pulsar.github.io/counterparts/,Xu living Table 2 line 224 (snapshot 2025-12-25)
R095,J1748-2446Z,thermal,ZhaoHeinke2022,https://doi.org/10.1093/mnras/stac442,Xu living Table 2 line 224 (snapshot 2025-12-25)
R096,J1748-2446ad,spin,XuLive2025,https://xray-pulsar.github.io/counterparts/,Xu living Table 2 line 225 (snapshot 2025-12-25)
R096,J1748-2446ad,thermal,ZhaoHeinke2022,https://doi.org/10.1093/mnras/stac442,Xu living Table 2 line 225 (snapshot 2025-12-25)
R097,J1807-2459A,spin,XuLive2025,https://xray-pulsar.github.io/counterparts/,Xu living Table 2 line 226 (snapshot 2025-12-25)
R097,J1807-2459A,thermal,ZhaoHeinke2022,https://doi.org/10.1093/mnras/stac442,Xu living Table 2 line 226 (snapshot 2025-12-25)
R098,J1810+1744,spin,XuLive2025,https://xray-pulsar.github.io/counterparts/,Xu living Table 2 line 227 (snapshot 2025-12-25)
R098,J1810+1744,thermal,Xu2025,https://doi.org/10.3847/1538-4357/adaebc,Xu living Table 2 line 227 (snapshot 2025-12-25)
R099,J1816+4510,spin,XuLive2025,https://xray-pulsar.github.io/counterparts/,Xu living Table 2 line 228 (snapshot 2025-12-25)
R099,J1816+4510,thermal,Xu2025,https://doi.org/10.3847/1538-4357/adaebc,Xu living Table 2 line 228 (snapshot 2025-12-25)
R100,J1824-2452A,spin,XuLive2025,https://xray-pulsar.github.io/counterparts/,Xu living Table 2 line 229 (snapshot 2025-12-25)
R100,J1824-2452A,thermal,ZhaoHeinke2022,https://doi.org/10.1093/mnras/stac442,Xu living Table 2 line 229 (snapshot 2025-12-25)
R101,J1824-2452C,spin,XuLive2025,https://xray-pulsar.github.io/counterparts/,Xu living Table 2 line 230 (snapshot 2025-12-25)
R101,J1824-2452C,thermal,ZhaoHeinke2022,https://doi.org/10.1093/mnras/stac442,Xu living Table 2 line 230 (snapshot 2025-12-25)
R102,J1824-2452E,spin,XuLive2025,https://xray-pulsar.github.io/counterparts/,Xu living Table 2 line 231 (snapshot 2025-12-25)
R102,J1824-2452E,thermal,ZhaoHeinke2022,https://doi.org/10.1093/mnras/stac442,Xu living Table 2 line 231 (snapshot 2025-12-25)
R103,J1824-2452F,spin,XuLive2025,https://xray-pulsar.github.io/counterparts/,Xu living Table 2 line 232 (snapshot 2025-12-25)
R103,J1824-2452F,thermal,ZhaoHeinke2022,https://doi.org/10.1093/mnras/stac442,Xu living Table 2 line 232 (snapshot 2025-12-25)
R104,J1824-2452H,spin,XuLive2025,https://xray-pulsar.github.io/counterparts/,Xu living Table 2 line 233 (snapshot 2025-12-25)
R104,J1824-2452H,thermal,ZhaoHeinke2022,https://doi.org/10.1093/mnras/stac442,Xu living Table 2 line 233 (snapshot 2025-12-25)
R106,J1824-2452J,spin,XuLive2025,https://xray-pulsar.github.io/counterparts/,Xu living Table 2 line 235 (snapshot 2025-12-25)
R106,J1824-2452J,thermal,ZhaoHeinke2022,https://doi.org/10.1093/mnras/stac442,Xu living Table 2 line 235 (snapshot 2025-12-25)
R107,J1824-2452K,spin,XuLive2025,https://xray-pulsar.github.io/counterparts/,Xu living Table 2 line 236 (snapshot 2025-12-25)
R107,J1824-2452K,thermal,ZhaoHeinke2022,https://doi.org/10.1093/mnras/stac442,Xu living Table 2 line 236 (snapshot 2025-12-25)
R108,J1836-2354A,spin,XuLive2025,https://xray-pulsar.github.io/counterparts/,Xu living Table 2 line 237 (snapshot 2025-12-25)
R108,J1836-2354A,thermal,ZhaoHeinke2022,https://doi.org/10.1093/mnras/stac442,Xu living Table 2 line 237 (snapshot 2025-12-25)
R109,J1902-5105,spin,XuLive2025,https://xray-pulsar.github.io/counterparts/,Xu living Table 2 line 239 (snapshot 2025-12-25)
R109,J1902-5105,thermal,Xu2025,https://doi.org/10.3847/1538-4357/adaebc,Xu living Table 2 line 239 (snapshot 2025-12-25)
R110,J1909-3744,spin,XuLive2025,https://xray-pulsar.github.io/counterparts/,Xu living Table 2 line 240 (snapshot 2025-12-25)
R110,J1909-3744,thermal,Xu2025,https://doi.org/10.3847/1538-4357/adaebc,Xu living Table 2 line 240 (snapshot 2025-12-25)
R111,J1910-5959A,spin,XuLive2025,https://xray-pulsar.github.io/counterparts/,Xu living Table 2 line 241 (snapshot 2025-12-25)
R111,J1910-5959A,thermal,ZhaoHeinke2022,https://doi.org/10.1093/mnras/stac442,Xu living Table 2 line 241 (snapshot 2025-12-25)
R113,J1910-5959C,spin,XuLive2025,https://xray-pulsar.github.io/counterparts/,Xu living Table 2 line 243 (snapshot 2025-12-25)
R113,J1910-5959C,thermal,ZhaoHeinke2022,https://doi.org/10.1093/mnras/stac442,Xu living Table 2 line 243 (snapshot 2025-12-25)
R114,J1910-5959D,spin,XuLive2025,https://xray-pulsar.github.io/counterparts/,Xu living Table 2 line 244 (snapshot 2025-12-25)
R114,J1910-5959D,thermal,ZhaoHeinke2022,https://doi.org/10.1093/mnras/stac442,Xu living Table 2 line 244 (snapshot 2025-12-25)
R116,J1910-5959F,spin,XuLive2025,https://xray-pulsar.github.io/counterparts/,Xu living Table 2 line 246 (snapshot 2025-12-25)
R116,J1910-5959F,thermal,ZhaoHeinke2022,https://doi.org/10.1093/mnras/stac442,Xu living Table 2 line 246 (snapshot 2025-12-25)
R117,J1939+2134,spin,XuLive2025,https://xray-pulsar.github.io/counterparts/,Xu living Table 2 line 247 (snapshot 2025-12-25)
R117,J1939+2134,thermal,Xu2025,https://doi.org/10.3847/1538-4357/adaebc,Xu living Table 2 line 247 (snapshot 2025-12-25)
R118,J1946-5403,spin,XuLive2025,https://xray-pulsar.github.io/counterparts/,Xu living Table 2 line 248 (snapshot 2025-12-25)
R118,J1946-5403,thermal,Xu2025,https://doi.org/10.3847/1538-4357/adaebc,Xu living Table 2 line 248 (snapshot 2025-12-25)
R119,J1953+1846A,spin,XuLive2025,https://xray-pulsar.github.io/counterparts/,Xu living Table 2 line 249 (snapshot 2025-12-25)
R119,J1953+1846A,thermal,ZhaoHeinke2022,https://doi.org/10.1093/mnras/stac442,Xu living Table 2 line 249 (snapshot 2025-12-25)
R120,J2017+0603,spin,XuLive2025,https://xray-pulsar.github.io/counterparts/,Xu living Table 2 line 250 (snapshot 2025-12-25)
R120,J2017+0603,thermal,Xu2025,https://doi.org/10.3847/1538-4357/adaebc,Xu living Table 2 line 250 (snapshot 2025-12-25)
R121,J2017-1614,spin,XuLive2025,https://xray-pulsar.github.io/counterparts/,Xu living Table 2 line 251 (snapshot 2025-12-25)
R121,J2017-1614,thermal,Xu2025,https://doi.org/10.3847/1538-4357/adaebc,Xu living Table 2 line 251 (snapshot 2025-12-25)
R122,J2043+1711,spin,XuLive2025,https://xray-pulsar.github.io/counterparts/,Xu living Table 2 line 252 (snapshot 2025-12-25)
R122,J2043+1711,thermal,Xu2025,https://doi.org/10.3847/1538-4357/adaebc,Xu living Table 2 line 252 (snapshot 2025-12-25)
R123,J2047+1053,spin,XuLive2025,https://xray-pulsar.github.io/counterparts/,Xu living Table 2 line 253 (snapshot 2025-12-25)
R123,J2047+1053,thermal,Xu2025,https://doi.org/10.3847/1538-4357/adaebc,Xu living Table 2 line 253 (snapshot 2025-12-25)
R124,J2051-0827,spin,XuLive2025,https://xray-pulsar.github.io/counterparts/,Xu living Table 2 line 254 (snapshot 2025-12-25)
R124,J2051-0827,thermal,Xu2025,https://doi.org/10.3847/1538-4357/adaebc,Xu living Table 2 line 254 (snapshot 2025-12-25)
R125,J2115+5448,spin,XuLive2025,https://xray-pulsar.github.io/counterparts/,Xu living Table 2 line 255 (snapshot 2025-12-25)
R125,J2115+5448,thermal,Xu2025,https://doi.org/10.3847/1538-4357/adaebc,Xu living Table 2 line 255 (snapshot 2025-12-25)
R126,J2124-3358,spin,XuLive2025,https://xray-pulsar.github.io/counterparts/,Xu living Table 2 line 256 (snapshot 2025-12-25)
R126,J2124-3358,thermal,GC2026_J2124,https://arxiv.org/abs/2607.03721,Xu living Table 2 line 256 (snapshot 2025-12-25)
R127,J2129-0429,spin,XuLive2025,https://xray-pulsar.github.io/counterparts/,Xu living Table 2 line 257 (snapshot 2025-12-25)
R127,J2129-0429,thermal,Xu2025,https://doi.org/10.3847/1538-4357/adaebc,Xu living Table 2 line 257 (snapshot 2025-12-25)
R128,J2214+3000,spin,XuLive2025,https://xray-pulsar.github.io/counterparts/,Xu living Table 2 line 259 (snapshot 2025-12-25)
R128,J2214+3000,thermal,Xu2025,https://doi.org/10.3847/1538-4357/adaebc,Xu living Table 2 line 259 (snapshot 2025-12-25)
R129,J2215+5135,spin,XuLive2025,https://xray-pulsar.github.io/counterparts/,Xu living Table 2 line 260 (snapshot 2025-12-25)
R129,J2215+5135,thermal,Xu2025,https://doi.org/10.3847/1538-4357/adaebc,Xu living Table 2 line 260 (snapshot 2025-12-25)
R130,J2241-5236,spin,XuLive2025,https://xray-pulsar.github.io/counterparts/,Xu living Table 2 line 261 (snapshot 2025-12-25)
R130,J2241-5236,thermal,Xu2025,https://doi.org/10.3847/1538-4357/adaebc,Xu living Table 2 line 261 (snapshot 2025-12-25)
R131,J2256-1024,spin,XuLive2025,https://xray-pulsar.github.io/counterparts/,Xu living Table 2 line 262 (snapshot 2025-12-25)
R131,J2256-1024,thermal,Xu2025,https://doi.org/10.3847/1538-4357/adaebc,Xu living Table 2 line 262 (snapshot 2025-12-25)
R132,J2302+4442,spin,XuLive2025,https://xray-pulsar.github.io/counterparts/,Xu living Table 2 line 263 (snapshot 2025-12-25)
R132,J2302+4442,thermal,Xu2025,https://doi.org/10.3847/1538-4357/adaebc,Xu living Table 2 line 263 (snapshot 2025-12-25)
R133,J2322-2650,spin,XuLive2025,https://xray-pulsar.github.io/counterparts/,Xu living Table 2 line 264 (snapshot 2025-12-25)
R133,J2322-2650,thermal,Shibanov2025,https://doi.org/10.1134/S1063773725700288,Xu living Table 2 line 264 (snapshot 2025-12-25)
R134,J2339-0533,spin,XuLive2025,https://xray-pulsar.github.io/counterparts/,Xu living Table 2 line 265 (snapshot 2025-12-25)
R134,J2339-0533,thermal,Xu2025,https://doi.org/10.3847/1538-4357/adaebc,Xu living Table 2 line 265 (snapshot 2025-12-25)
